question,answer
"Netcool/Impact 6.1.0: SelfMonitoring events are being incorrectly cleared by OMNIbus GenericClear Automation

Netcool/Impact 6.1.0: SelfMonitoring events are being incorrectly cleared by OMNIbus GenericClear Automation

When there are multiple SelfMonitoring events reporting stopped Impact Services and one of those Impact Services is restarted the resolution event is used by the OMNIbus GenericClear (and DeleteClears) Automations to delete ALL the events. ","The easy solution at this time is to upgrade to Fix Pack 1 or higher. One could go to the extremes of creating a PolicyActivator, polling at a higher rate than the GenericClear Automation, to run a Policy to pick-up these events, pull out the Service name from the Summary field and append it to the Agent field of the events so that the GenericClear Automation can uniquely identify and correlate Problem and Resolution events."
"Does @LocalNodeAlias="""" will affect ITNM failover health check events?.

Customization in nco_p_monitor.rules with @LocalNodeAlias=""empty"", after that both Primary and Backup started health check fail event, how to resolve that. ","The value for m_Domain is taken from the value for Node (@Node) in alerts.status for the health check event. If you have altered the inserted value for @Node, either by modifying the nco_p_ncpmonitor.rules file or by some other method such as an Automation or Impact policy, then the resulting update for state.domains will fail. Ensure that the rules governing the modification of @Node allow for the value of @Node to remain unchanged for health check events."
"Do I need to manually apply SDA function for ITCAM for SOA 7.2 FP1 ifix 5?

The SDA function for ITCAM for SOA 7.2 FP1 ifix 5 works for TEMS but IS NOT coded to work for TEPS. User is required to manually apply the support files on TEPS for this version (ifix 5).

does this need a manual apply for TEPS only for SOA 7.2, FP1 and ifix 5 ?"" ",User has to manually apply SOA 7.2 FP1 ifix 5 support files on TEPS.
"Why does the user receive Notice Sender Execution Failed Alert after upgrading to Atlas 6.0.3.3?

Why does the user receive Notice Sender Execution Failed Alert after upgrading to Atlas 6.0.3.3? ","The error message is ""java.sql.SQLException: ORA-00604: error occurred at recursive SQL level 1 ORA-01628: max # extents (32765) reached for rollback"" and is caused by MATTERPERFORMER_TEXT"
"What does the end-file-message mean while doing a launchpad.sh in the MS""

I am getting an end-file-message means while doing a launchpad.sh in the MS. How do I solve the problem?","Use the commands shown below to verify you have them installed, otherwise contact your Linux system administrator and installt these required libraries."
"ITNM is vulnerable to CVE-2017-3523 ?

Customer would like to know if ITNM versions is vulnerable to CVE-2017-5638? If yes then where we can find the details?. ",Refer to the following security bulletins for vulnerability details and information about fixes addressed by Oracle MySQL which is shipped with IBM Tivoli Network Manager IP Edition.
"Why am I getting StaleConnectionException on WebSphere side while Oracle is throwing 'OALL8 is in an inconsistent state'?

In the WebSphere Application Server SystemOut.log file we see this message:

ConnectionEve A J2CA0056I: TheConnection Manager received a fatal connection error from the Resource Adapter for resource jdbc/<data source name>. The exception which was received is com.ibm.websphere.ce.cm.StaleConnectionException: OALL8 is in an inconsistent state:java.sql.SQLException: OALL8 is in an inconsistent state.
How can this be resolved?",-
"How to export key from SSL certificate in IBM HTTP Server 7; getting restricted policy error



We're trying to export our IHS 7 SSL key to PKCS12 format so we can use it on our Load Balancer, but it fails with some policy error:

     $/usr/IBM/HTTPServer/bin/gsk7cmd -cert -export -db /usr/IBM/HTTPServer/ssl/key.kdb -pw #### -label ""domain1"" -type cms -target /tmp/domain1.p12 -target_type PKCS12 -target_pw ####
     
     The command cannot complete because your JRE is using restricted policy files.

Same error happens in Ikeyman tool. Any ideas?","To resolve the problem, select either option: 

 * Download and install a later Java 32-bit x86 AMD/Intel Java SDK from [http://www-01.ibm.com/support/docview.wss?rs=180&uid=swg24023707]the WebSphere Support web site [http://www.ibm.com/support/docview.wss?uid=swg24028881] to the IBM HTTP Server java and plug-ins java folder.
   
   
 * Download and install the files from the Unrestricted JCE policy files [https://www14.software.ibm.com/webapp/iwm/web/preLogin.do?source=jcesdk] site."
"Help with Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2014-3566 and CVE-2014-6457)

I need to understand details regarding ""Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2014-3566 and CVE-2014-6457) ."" Where can I find this information? ","CVEID: CVE-2014-6457 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-6457]

DESCRIPTION: An unspecified vulnerability related to the JSSE component has partial confidentiality impact, partial integrity impact, and no availability impact.

CVSS Base Score: 4
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/97148 [https://exchange.xforce.ibmcloud.com/vulnerabilities/97148] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:H/Au:N/C:P/I:P/A:N) 

CVE-ID: CVE-2014-3566 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-3566]

DESCRIPTION: Product could allow a remote attacker to obtain sensitive information, caused by a design error when using the SSLv3 protocol. A remote user with the ability to conduct a man-in-the-middle attack could exploit this vulnerability via a POODLE (Padding Oracle On Downgraded Legacy Encryption) attack to decrypt SSL sessions and access the plaintext of encrypted connections. 

CVSS Base Score: 4.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/97013 [https://exchange.xforce.ibmcloud.com/vulnerabilities/97013] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:N/C:P/I:N/A:N)"
"DB2 Non Reclaimable Storage .

We have tablespaces defined under DB2 9.5 that apparently are not able
to reclaim storage back to the OS. 
Is there a conversion available without reloading the tables?",Tablespaces migrated from DB2 V9.1/V9.5 to V9.7 won't get upgraded directly to use the reclaimable storage feature.
"SPSS free trial not working on MAC - gets stuck in when it should be launching and goes nowhere



I downloaded the SPSS software on my mac running Yosemite 10.10.5. The trial was activated by IBM, they sent me several emails stating this.

So I tried to launch the app and get stuck here alt text There is no progress after an hour; and I tried to launch several times, it never gets out of this screen.
",If you like to use Statistics 22 on Yosemite you need to install Statistics 22 Fixpack 2 as well. Statistics 22 FixPack 2 and release Statistics 23 are fully tested on Yosemite OSX 10.10. So if you like to run Statistics 22 on Yosemite please install Statistics 22 FixPack 2 and also read the section below:
"Does DB2 DBMS implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures?

Does DB2 DBMS implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures? If so, how can we utilize it?",No because DB2 does not use session ids for authentication and thus not vulnerable to the attack described above. DB2 uses encryption modules which are FIPS 140-2 certified.
"How do I resolve a performance issue with my applicaiton running on a DB2 client as a result of low level segement calls issued by DB2?

Currently experiencing a performance issue with an application running on a DB2 client, the stack traces reveals that multiple segment() calls are being issued by DB2 and they are failing. What can be done to resolve this issue? ","The solution is to issue the following command at the DB2 client:

db2trc alloc

This will then create the necessary IPC resources, and prevent the semget() calls from failing (since the semget() call now has IPC resources that it can use). The potential performance problem will thus be avoided.

The failed semget() operations are more of a concern for Solaris Operating Environment, Linux®, HP-UX and AIX® operating systems, in terms of performance implications. Windows® will not have this problem due to its specific architecture.

The db2trc alloc command should be invoked every time the client is restarted, and therefore it is recommended to add this command to a startup script."
"Could UCD import template from ipas?

I am trying to import a template from ipas, UCD seems to be able to retrieve the pattern name after some hints. But I am getting the following Error after clicking the Save button on the import template page:

(WeaverError) handshake alert: handshake_failure (original=handshake alert: handshake_failure, original backtrace=org/jruby/ext/openssl/SSLSocket.java:170:in
connect' file:/media/udeploy/server/lib/weaver.jar!/gems/httpclient-2.2.7/lib/httpclient/session.rb:300:in
ssl_connect')

UCD is version 6.0.1.3.484576 IPAS is 4.0.0.3-20140404055836 / 20140404-0551-458",-
"Help with Security Bulletin: Security Vulnerability in IBM PureApplication System. (CVE-2015-1920)

I need to understand details regarding ""Security Bulletin: Security Vulnerability in IBM PureApplication System (CVE-2015-1920)"". Where can I find this information? ","CVEID: CVE-2015-1920 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-1920]
DESCRIPTION: WebSphere Application Server could allow a remote attacker to execute arbitrary code by connecting to a management port and executing a specific sequence of instructions.
CVSS Base Score: 9.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/102404 [https://exchange.xforce.ibmcloud.com/vulnerabilities/102404] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:N/C:C/I:C/A:C)"
"What are the known issues with WILY software and WAS or BPM?



What are the known issues with WILY software and WAS or BPM?","If you are using CA Wily Introscope to monitor performance in the same environment with IBM Business Process Manager, you might receive messages that a user session has expired. Before you can continue working on IBM BPM, you must log out and log in again."
"I am getting an error when attempting to apply CF09 on Portal 8001 on a secondary cluster node

The ConfigTrace.log shows the following....

     [wsadmin] com.ibm.websphere.management.exception.AdminException:
     ADMA5026E: No valid target is specified in ObjectName
     WebSphere:cell=<cellname>,node=<nodename>,server=webserver1 for
     module ilwwcm-authoring.war+WEB-INF/web.xml.
       [wsadmin] ADMA5026E: No valid target is specified in ObjectName
     WebSphere:cell=<cellname>,node=<nodename>,server=webserver1 for
     module ilwwcm-authoring.war+WEB-INF/web.xml.
","If using a remote Dmgr, be sure it is started prior to attempting the upgrade. 

2. If using a local Dmgr and Installation Manager requires you to stop it prior to attempting the upgrade, follow these steps:
a. Verify the Dmgr profile name by navigating to the Dmgr's AppServer/bin folder and execute this command:

./manageprofiles.sh|bat -listProfiles

b. Pass in the correct Dmgr profile name according to the installation option you are using:

http://www-10.lotus.com/ldd/portalwiki.nsf/xpDocViewer.xsp?lookupName=Readme+8.0.0.1#action=openDocument&res_title=Upgrade_instructions_for_WebSphere_Portal_and_Web_Content_Manager_V8.0.0.1_clustered_servers_8001&content=pdcontent"
"Does Portal 6.1.x support Oracle 11g?



We are running Portal Server v6.1.0.6 and I need to know what the newest version of Oracle that is supported with the WPS 6.1.0.6?

Specifically, What version of Oracle 11g is?",Oracle 11gR2 V11.2.0.1 (including RAC)
